# unix time in nanoseconds, state label
1697381414668205574, START
1697381474467786608, A
1697382164259528961, B
1697382421752583537, IGNORE
1697382439492024797, C
1697383248057564102, IGNORE
1697383626620351843, D
1697384276291842518, IGNORE
1697384401274786005, E
1697390975613320252, IGNORE
1697390977661237243, F
1697392703858663004, IGNORE
1697392733729126058, G
1697404509837794907, IGNORE
1697404632588996825, H
1697417022424163475, IGNORE
1697417063153996996, I
1697427379425857852, STOP
