# unix time in nanoseconds, state label
1697663586986348633, START
1697663660889792874, A
1697663875361609692, IGNORE
1697664251010664062, B
1697664866363598381, IGNORE
1697665544669005602, C
1697670581231739064, IGNORE
1697670619407845489, D
1697670919247525231, IGNORE
1697671033721360370, E
1697676072916452388, IGNORE
1697676083941738608, F
1697676374261540605, IGNORE
1697676386637223344, G
1697679778861059999, IGNORE
1697679805119579270, STOP
