# unix time in nanoseconds, state label
1697587549816490805, START
1697587582771775487, A
1697587585337350770, IGNORE
1697587596820007947, B
1697590656411642080, C
1697590659817498233, IGNORE
1697590752819724787, D
1697599234089959849, IGNORE
1697599263998799772, E
1697599357303508852, IGNORE
1697599378608096621, F
1697605145128724253, IGNORE
1697605165604640584, G
1697605253660593559, IGNORE
1697605277612686016, H
1697606520239422161, IGNORE
1697606524635278755, STOP
